#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
5378,act_55_32,meeting_room,5.0,1,d,,,,,,wave,,,,,
5379,act_55_33,meeting_room,5.0,1,d,,,,,,lie_down,,,,,
5380,act_55_34,meeting_room,5.0,1,d,,,,,,pick_up,,,,,
5381,act_55_35,meeting_room,5.0,1,d,,,,,,sit_down,,,,,
5382,act_55_36,meeting_room,5.0,1,d,,,,,,stand_up,,,,,
5383,act_55_37,meeting_room,5.0,1,e,,,,,,nothing,,,,,
5384,act_55_38,meeting_room,5.0,1,e,,,,,,walk,,,,,
5385,act_55_39,meeting_room,5.0,1,e,,,,,,rotation,,,,,
5386,act_55_40,meeting_room,5.0,1,e,,,,,,jump,,,,,
5387,act_55_41,meeting_room,5.0,1,e,,,,,,wave,,,,,
5388,act_55_42,meeting_room,5.0,1,e,,,,,,lie_down,,,,,
5389,act_55_43,meeting_room,5.0,1,e,,,,,,pick_up,,,,,
5390,act_55_44,meeting_room,5.0,1,e,,,,,,sit_down,,,,,
5391,act_55_45,meeting_room,5.0,1,e,,,,,,stand_up,,,,,
5392,act_55_46,meeting_room,5.0,1,a,,,,,,nothing,,,,,
5393,act_55_47,meeting_room,5.0,1,a,,,,,,walk,,,,,
5394,act_55_48,meeting_room,5.0,1,a,,,,,,rotation,,,,,
5395,act_55_49,meeting_room,5.0,1,a,,,,,,jump,,,,,
5396,act_55_50,meeting_room,5.0,1,a,,,,,,wave,,,,,
5397,act_55_51,meeting_room,5.0,1,a,,,,,,lie_down,,,,,
5398,act_55_52,meeting_room,5.0,1,a,,,,,,pick_up,,,,,
5399,act_55_53,meeting_room,5.0,1,a,,,,,,sit_down,,,,,
5400,act_55_54,meeting_room,5.0,1,a,,,,,,stand_up,,,,,
5401,act_55_55,meeting_room,5.0,1,b,,,,,,nothing,,,,,
5402,act_55_56,meeting_room,5.0,1,b,,,,,,walk,,,,,
5403,act_55_57,meeting_room,5.0,1,b,,,,,,rotation,,,,,
5404,act_55_58,meeting_room,5.0,1,b,,,,,,jump,,,,,
5405,act_55_59,meeting_room,5.0,1,b,,,,,,wave,,,,,
5406,act_55_60,meeting_room,5.0,1,b,,,,,,lie_down,,,,,
5407,act_55_61,meeting_room,5.0,1,b,,,,,,pick_up,,,,,
5408,act_55_62,meeting_room,5.0,1,b,,,,,,sit_down,,,,,
5409,act_55_63,meeting_room,5.0,1,b,,,,,,stand_up,,,,,
5410,act_55_64,meeting_room,5.0,1,c,,,,,,nothing,,,,,
5411,act_55_65,meeting_room,5.0,1,c,,,,,,walk,,,,,
5412,act_55_66,meeting_room,5.0,1,c,,,,,,rotation,,,,,
5413,act_55_67,meeting_room,5.0,1,c,,,,,,jump,,,,,
5414,act_55_68,meeting_room,5.0,1,c,,,,,,wave,,,,,
5415,act_55_69,meeting_room,5.0,1,c,,,,,,lie_down,,,,,
5416,act_55_70,meeting_room,5.0,1,c,,,,,,pick_up,,,,,
5417,act_55_71,meeting_room,5.0,1,c,,,,,,sit_down,,,,,
5418,act_55_72,meeting_room,5.0,1,c,,,,,,stand_up,,,,,
5419,act_55_73,meeting_room,5.0,1,d,,,,,,nothing,,,,,
5420,act_55_74,meeting_room,5.0,1,d,,,,,,walk,,,,,
5421,act_55_75,meeting_room,5.0,1,d,,,,,,rotation,,,,,
5422,act_55_76,meeting_room,5.0,1,d,,,,,,jump,,,,,
5423,act_55_77,meeting_room,5.0,1,d,,,,,,wave,,,,,
5424,act_55_78,meeting_room,5.0,1,d,,,,,,lie_down,,,,,
5425,act_55_79,meeting_room,5.0,1,d,,,,,,pick_up,,,,,
5426,act_55_80,meeting_room,5.0,1,d,,,,,,sit_down,,,,,
5427,act_55_81,meeting_room,5.0,1,d,,,,,,stand_up,,,,,
5428,act_55_82,meeting_room,5.0,1,e,,,,,,nothing,,,,,
5429,act_55_83,meeting_room,5.0,1,e,,,,,,walk,,,,,
5430,act_55_84,meeting_room,5.0,1,e,,,,,,rotation,,,,,
5431,act_55_85,meeting_room,5.0,1,e,,,,,,jump,,,,,
5432,act_55_86,meeting_room,5.0,1,e,,,,,,wave,,,,,
5433,act_55_87,meeting_room,5.0,1,e,,,,,,lie_down,,,,,
5434,act_55_88,meeting_room,5.0,1,e,,,,,,pick_up,,,,,
5435,act_55_89,meeting_room,5.0,1,e,,,,,,sit_down,,,,,
5436,act_55_90,meeting_room,5.0,1,e,,,,,,stand_up,,,,,
5437,act_55_91,meeting_room,5.0,1,a,,,,,,nothing,,,,,
5438,act_55_92,meeting_room,5.0,1,a,,,,,,walk,,,,,
5439,act_55_93,meeting_room,5.0,1,a,,,,,,rotation,,,,,
5440,act_55_94,meeting_room,5.0,1,a,,,,,,jump,,,,,
5441,act_55_95,meeting_room,5.0,1,a,,,,,,wave,,,,,
5442,act_55_96,meeting_room,5.0,1,a,,,,,,lie_down,,,,,
5443,act_55_97,meeting_room,5.0,1,a,,,,,,pick_up,,,,,
5444,act_55_98,meeting_room,5.0,1,a,,,,,,sit_down,,,,,
5445,act_55_99,meeting_room,5.0,1,a,,,,,,stand_up,,,,,
5446,act_56_1,meeting_room,5.0,1,,b,,,,,,walk,,,,
5447,act_56_2,meeting_room,5.0,1,,b,,,,,,rotation,,,,
5448,act_56_3,meeting_room,5.0,1,,b,,,,,,jump,,,,
5449,act_56_4,meeting_room,5.0,1,,b,,,,,,wave,,,,
5450,act_56_5,meeting_room,5.0,1,,b,,,,,,lie_down,,,,
5451,act_56_6,meeting_room,5.0,1,,b,,,,,,pick_up,,,,
5452,act_56_7,meeting_room,5.0,1,,b,,,,,,sit_down,,,,
5453,act_56_8,meeting_room,5.0,1,,b,,,,,,stand_up,,,,
5454,act_56_9,meeting_room,5.0,1,,b,,,,,,nothing,,,,
5455,act_56_10,meeting_room,5.0,1,,c,,,,,,walk,,,,
5456,act_56_11,meeting_room,5.0,1,,c,,,,,,rotation,,,,
5457,act_56_12,meeting_room,5.0,1,,c,,,,,,jump,,,,
5458,act_56_13,meeting_room,5.0,1,,c,,,,,,wave,,,,
5459,act_56_14,meeting_room,5.0,1,,c,,,,,,lie_down,,,,
5460,act_56_15,meeting_room,5.0,1,,c,,,,,,pick_up,,,,
5461,act_56_16,meeting_room,5.0,1,,c,,,,,,sit_down,,,,
5462,act_56_17,meeting_room,5.0,1,,c,,,,,,stand_up,,,,
5463,act_56_18,meeting_room,5.0,1,,c,,,,,,nothing,,,,
5464,act_56_19,meeting_room,5.0,1,,d,,,,,,walk,,,,
5465,act_56_20,meeting_room,5.0,1,,d,,,,,,rotation,,,,
5466,act_56_21,meeting_room,5.0,1,,d,,,,,,jump,,,,
5467,act_56_22,meeting_room,5.0,1,,d,,,,,,wave,,,,
5468,act_56_23,meeting_room,5.0,1,,d,,,,,,lie_down,,,,
5469,act_56_24,meeting_room,5.0,1,,d,,,,,,pick_up,,,,
5470,act_56_25,meeting_room,5.0,1,,d,,,,,,sit_down,,,,
5471,act_56_26,meeting_room,5.0,1,,d,,,,,,stand_up,,,,
5472,act_56_27,meeting_room,5.0,1,,d,,,,,,nothing,,,,
5473,act_56_28,meeting_room,5.0,1,,e,,,,,,walk,,,,
5474,act_56_29,meeting_room,5.0,1,,e,,,,,,rotation,,,,
5475,act_56_30,meeting_room,5.0,1,,e,,,,,,jump,,,,
5476,act_56_31,meeting_room,5.0,1,,e,,,,,,wave,,,,
5477,act_56_32,meeting_room,5.0,1,,e,,,,,,lie_down,,,,
5478,act_56_33,meeting_room,5.0,1,,e,,,,,,pick_up,,,,
5479,act_56_34,meeting_room,5.0,1,,e,,,,,,sit_down,,,,
5480,act_56_35,meeting_room,5.0,1,,e,,,,,,stand_up,,,,
5481,act_56_36,meeting_room,5.0,1,,e,,,,,,nothing,,,,
5482,act_56_37,meeting_room,5.0,1,,a,,,,,,walk,,,,
5483,act_56_38,meeting_room,5.0,1,,a,,,,,,rotation,,,,
5484,act_56_39,meeting_room,5.0,1,,a,,,,,,jump,,,,
5485,act_56_40,meeting_room,5.0,1,,a,,,,,,wave,,,,
5486,act_56_41,meeting_room,5.0,1,,a,,,,,,lie_down,,,,
5487,act_56_42,meeting_room,5.0,1,,a,,,,,,pick_up,,,,
5488,act_56_43,meeting_room,5.0,1,,a,,,,,,sit_down,,,,
5489,act_56_44,meeting_room,5.0,1,,a,,,,,,stand_up,,,,
5490,act_56_45,meeting_room,5.0,1,,a,,,,,,nothing,,,,
5491,act_56_46,meeting_room,5.0,1,,b,,,,,,nothing,,,,
5492,act_56_47,meeting_room,5.0,1,,b,,,,,,walk,,,,
5493,act_56_48,meeting_room,5.0,1,,b,,,,,,rotation,,,,
5494,act_56_49,meeting_room,5.0,1,,b,,,,,,jump,,,,
5495,act_56_50,meeting_room,5.0,1,,b,,,,,,wave,,,,
5496,act_56_51,meeting_room,5.0,1,,b,,,,,,lie_down,,,,
5497,act_56_52,meeting_room,5.0,1,,b,,,,,,pick_up,,,,
5498,act_56_53,meeting_room,5.0,1,,b,,,,,,sit_down,,,,
5499,act_56_54,meeting_room,5.0,1,,b,,,,,,stand_up,,,,
5500,act_56_55,meeting_room,5.0,1,,c,,,,,,nothing,,,,
5501,act_56_56,meeting_room,5.0,1,,c,,,,,,walk,,,,
5502,act_56_57,meeting_room,5.0,1,,c,,,,,,rotation,,,,
5503,act_56_58,meeting_room,5.0,1,,c,,,,,,jump,,,,
5504,act_56_59,meeting_room,5.0,1,,c,,,,,,wave,,,,
5505,act_56_60,meeting_room,5.0,1,,c,,,,,,lie_down,,,,
5506,act_56_61,meeting_room,5.0,1,,c,,,,,,pick_up,,,,
5507,act_56_62,meeting_room,5.0,1,,c,,,,,,sit_down,,,,
5508,act_56_63,meeting_room,5.0,1,,c,,,,,,stand_up,,,,
5509,act_56_64,meeting_room,5.0,1,,d,,,,,,nothing,,,,
5510,act_56_65,meeting_room,5.0,1,,d,,,,,,walk,,,,
5511,act_56_66,meeting_room,5.0,1,,d,,,,,,rotation,,,,
5512,act_56_67,meeting_room,5.0,1,,d,,,,,,jump,,,,
5513,act_56_68,meeting_room,5.0,1,,d,,,,,,wave,,,,
5514,act_56_69,meeting_room,5.0,1,,d,,,,,,lie_down,,,,
5515,act_56_70,meeting_room,5.0,1,,d,,,,,,pick_up,,,,
5516,act_56_71,meeting_room,5.0,1,,d,,,,,,sit_down,,,,
5517,act_56_72,meeting_room,5.0,1,,d,,,,,,stand_up,,,,
5518,act_56_73,meeting_room,5.0,1,,e,,,,,,nothing,,,,
5519,act_56_74,meeting_room,5.0,1,,e,,,,,,walk,,,,
5520,act_56_75,meeting_room,5.0,1,,e,,,,,,rotation,,,,
5521,act_56_76,meeting_room,5.0,1,,e,,,,,,jump,,,,
5522,act_56_77,meeting_room,5.0,1,,e,,,,,,wave,,,,
5523,act_56_78,meeting_room,5.0,1,,e,,,,,,lie_down,,,,
5524,act_56_79,meeting_room,5.0,1,,e,,,,,,pick_up,,,,
5525,act_56_80,meeting_room,5.0,1,,e,,,,,,sit_down,,,,
5526,act_56_81,meeting_room,5.0,1,,e,,,,,,stand_up,,,,
5527,act_56_82,meeting_room,5.0,1,,a,,,,,,nothing,,,,
5528,act_56_83,meeting_room,5.0,1,,a,,,,,,walk,,,,
5529,act_56_84,meeting_room,5.0,1,,a,,,,,,rotation,,,,
5530,act_56_85,meeting_room,5.0,1,,a,,,,,,jump,,,,
5531,act_56_86,meeting_room,5.0,1,,a,,,,,,wave,,,,
5532,act_56_87,meeting_room,5.0,1,,a,,,,,,lie_down,,,,
5533,act_56_88,meeting_room,5.0,1,,a,,,,,,pick_up,,,,
5534,act_56_89,meeting_room,5.0,1,,a,,,,,,sit_down,,,,
5535,act_56_90,meeting_room,5.0,1,,a,,,,,,stand_up,,,,
5536,act_56_91,meeting_room,5.0,1,,b,,,,,,nothing,,,,
5537,act_56_92,meeting_room,5.0,1,,b,,,,,,walk,,,,
5538,act_56_93,meeting_room,5.0,1,,b,,,,,,rotation,,,,
5539,act_56_94,meeting_room,5.0,1,,b,,,,,,jump,,,,
5540,act_56_95,meeting_room,5.0,1,,b,,,,,,wave,,,,
5541,act_56_96,meeting_room,5.0,1,,b,,,,,,lie_down,,,,
5542,act_56_97,meeting_room,5.0,1,,b,,,,,,pick_up,,,,
5543,act_56_98,meeting_room,5.0,1,,b,,,,,,sit_down,,,,
5544,act_56_99,meeting_room,5.0,1,,b,,,,,,stand_up,,,,
5545,act_57_1,meeting_room,5.0,1,,,c,,,,,,rotation,,,
5546,act_57_2,meeting_room,5.0,1,,,c,,,,,,jump,,,
5547,act_57_3,meeting_room,5.0,1,,,c,,,,,,wave,,,
5548,act_57_4,meeting_room,5.0,1,,,c,,,,,,lie_down,,,
5549,act_57_5,meeting_room,5.0,1,,,c,,,,,,pick_up,,,
5550,act_57_6,meeting_room,5.0,1,,,c,,,,,,sit_down,,,
5551,act_57_7,meeting_room,5.0,1,,,c,,,,,,stand_up,,,
5552,act_57_8,meeting_room,5.0,1,,,c,,,,,,nothing,,,
5553,act_57_9,meeting_room,5.0,1,,,c,,,,,,walk,,,
5554,act_57_10,meeting_room,5.0,1,,,d,,,,,,rotation,,,
5555,act_57_11,meeting_room,5.0,1,,,d,,,,,,jump,,,
5556,act_57_12,meeting_room,5.0,1,,,d,,,,,,wave,,,
5557,act_57_13,meeting_room,5.0,1,,,d,,,,,,lie_down,,,
5558,act_57_14,meeting_room,5.0,1,,,d,,,,,,pick_up,,,
5559,act_57_15,meeting_room,5.0,1,,,d,,,,,,sit_down,,,
5560,act_57_16,meeting_room,5.0,1,,,d,,,,,,stand_up,,,
5561,act_57_17,meeting_room,5.0,1,,,d,,,,,,nothing,,,
5562,act_57_18,meeting_room,5.0,1,,,d,,,,,,walk,,,
5563,act_57_19,meeting_room,5.0,1,,,e,,,,,,rotation,,,
5564,act_57_20,meeting_room,5.0,1,,,e,,,,,,jump,,,
5565,act_57_21,meeting_room,5.0,1,,,e,,,,,,wave,,,
5566,act_57_22,meeting_room,5.0,1,,,e,,,,,,lie_down,,,
5567,act_57_23,meeting_room,5.0,1,,,e,,,,,,pick_up,,,
5568,act_57_24,meeting_room,5.0,1,,,e,,,,,,sit_down,,,
5569,act_57_25,meeting_room,5.0,1,,,e,,,,,,stand_up,,,
5570,act_57_26,meeting_room,5.0,1,,,e,,,,,,nothing,,,
5571,act_57_27,meeting_room,5.0,1,,,e,,,,,,walk,,,
5572,act_57_28,meeting_room,5.0,1,,,a,,,,,,rotation,,,
5573,act_57_29,meeting_room,5.0,1,,,a,,,,,,jump,,,
5574,act_57_30,meeting_room,5.0,1,,,a,,,,,,wave,,,
5575,act_57_31,meeting_room,5.0,1,,,a,,,,,,lie_down,,,
5576,act_57_32,meeting_room,5.0,1,,,a,,,,,,pick_up,,,
5577,act_57_33,meeting_room,5.0,1,,,a,,,,,,sit_down,,,
5578,act_57_34,meeting_room,5.0,1,,,a,,,,,,stand_up,,,
5579,act_57_35,meeting_room,5.0,1,,,a,,,,,,nothing,,,
5580,act_57_36,meeting_room,5.0,1,,,a,,,,,,walk,,,
5581,act_57_37,meeting_room,5.0,1,,,b,,,,,,rotation,,,
5582,act_57_38,meeting_room,5.0,1,,,b,,,,,,jump,,,
5583,act_57_39,meeting_room,5.0,1,,,b,,,,,,wave,,,
5584,act_57_40,meeting_room,5.0,1,,,b,,,,,,lie_down,,,
5585,act_57_41,meeting_room,5.0,1,,,b,,,,,,pick_up,,,
5586,act_57_42,meeting_room,5.0,1,,,b,,,,,,sit_down,,,
5587,act_57_43,meeting_room,5.0,1,,,b,,,,,,stand_up,,,
5588,act_57_44,meeting_room,5.0,1,,,b,,,,,,nothing,,,
5589,act_57_45,meeting_room,5.0,1,,,b,,,,,,walk,,,
5590,act_57_46,meeting_room,5.0,1,,,c,,,,,,walk,,,
5591,act_57_47,meeting_room,5.0,1,,,c,,,,,,rotation,,,
5592,act_57_48,meeting_room,5.0,1,,,c,,,,,,jump,,,
5593,act_57_49,meeting_room,5.0,1,,,c,,,,,,wave,,,
5594,act_57_50,meeting_room,5.0,1,,,c,,,,,,lie_down,,,
5595,act_57_51,meeting_room,5.0,1,,,c,,,,,,pick_up,,,
5596,act_57_52,meeting_room,5.0,1,,,c,,,,,,sit_down,,,
5597,act_57_53,meeting_room,5.0,1,,,c,,,,,,stand_up,,,
5598,act_57_54,meeting_room,5.0,1,,,c,,,,,,nothing,,,
5599,act_57_55,meeting_room,5.0,1,,,d,,,,,,walk,,,
5600,act_57_56,meeting_room,5.0,1,,,d,,,,,,rotation,,,
5601,act_57_57,meeting_room,5.0,1,,,d,,,,,,jump,,,
5602,act_57_58,meeting_room,5.0,1,,,d,,,,,,wave,,,
5603,act_57_59,meeting_room,5.0,1,,,d,,,,,,lie_down,,,
5604,act_57_60,meeting_room,5.0,1,,,d,,,,,,pick_up,,,
5605,act_57_61,meeting_room,5.0,1,,,d,,,,,,sit_down,,,
5606,act_57_62,meeting_room,5.0,1,,,d,,,,,,stand_up,,,
5607,act_57_63,meeting_room,5.0,1,,,d,,,,,,nothing,,,
5608,act_57_64,meeting_room,5.0,1,,,e,,,,,,nothing,,,
5609,act_57_65,meeting_room,5.0,1,,,e,,,,,,walk,,,
5610,act_57_66,meeting_room,5.0,1,,,e,,,,,,rotation,,,
5611,act_57_67,meeting_room,5.0,1,,,e,,,,,,jump,,,
5612,act_57_68,meeting_room,5.0,1,,,e,,,,,,wave,,,
5613,act_57_69,meeting_room,5.0,1,,,e,,,,,,lie_down,,,
5614,act_57_70,meeting_room,5.0,1,,,e,,,,,,pick_up,,,
5615,act_57_71,meeting_room,5.0,1,,,e,,,,,,sit_down,,,
5616,act_57_72,meeting_room,5.0,1,,,e,,,,,,stand_up,,,
5617,act_57_73,meeting_room,5.0,1,,,a,,,,,,nothing,,,
5618,act_57_74,meeting_room,5.0,1,,,a,,,,,,walk,,,
5619,act_57_75,meeting_room,5.0,1,,,a,,,,,,rotation,,,
5620,act_57_76,meeting_room,5.0,1,,,a,,,,,,jump,,,
5621,act_57_77,meeting_room,5.0,1,,,a,,,,,,wave,,,
5622,act_57_78,meeting_room,5.0,1,,,a,,,,,,lie_down,,,
5623,act_57_79,meeting_room,5.0,1,,,a,,,,,,pick_up,,,
5624,act_57_80,meeting_room,5.0,1,,,a,,,,,,sit_down,,,
5625,act_57_81,meeting_room,5.0,1,,,a,,,,,,stand_up,,,
5626,act_57_82,meeting_room,5.0,1,,,b,,,,,,nothing,,,
5627,act_57_83,meeting_room,5.0,1,,,b,,,,,,walk,,,
5628,act_57_84,meeting_room,5.0,1,,,b,,,,,,rotation,,,
5629,act_57_85,meeting_room,5.0,1,,,b,,,,,,jump,,,
5630,act_57_86,meeting_room,5.0,1,,,b,,,,,,wave,,,
5631,act_57_87,meeting_room,5.0,1,,,b,,,,,,lie_down,,,
5632,act_57_88,meeting_room,5.0,1,,,b,,,,,,pick_up,,,
5633,act_57_89,meeting_room,5.0,1,,,b,,,,,,sit_down,,,
5634,act_57_90,meeting_room,5.0,1,,,b,,,,,,stand_up,,,
5635,act_57_91,meeting_room,5.0,1,,,c,,,,,,nothing,,,
5636,act_57_92,meeting_room,5.0,1,,,c,,,,,,walk,,,
5637,act_57_93,meeting_room,5.0,1,,,c,,,,,,rotation,,,
5638,act_57_94,meeting_room,5.0,1,,,c,,,,,,jump,,,
5639,act_57_95,meeting_room,5.0,1,,,c,,,,,,wave,,,
5640,act_57_96,meeting_room,5.0,1,,,c,,,,,,lie_down,,,
5641,act_57_97,meeting_room,5.0,1,,,c,,,,,,pick_up,,,
5642,act_57_98,meeting_room,5.0,1,,,c,,,,,,sit_down,,,
5643,act_57_99,meeting_room,5.0,1,,,c,,,,,,stand_up,,,
5644,act_58_1,meeting_room,5.0,1,,,,d,,,,,,jump,,
5645,act_58_2,meeting_room,5.0,1,,,,d,,,,,,wave,,
5646,act_58_3,meeting_room,5.0,1,,,,d,,,,,,lie_down,,
5647,act_58_4,meeting_room,5.0,1,,,,d,,,,,,pick_up,,
5648,act_58_5,meeting_room,5.0,1,,,,d,,,,,,sit_down,,
5649,act_58_6,meeting_room,5.0,1,,,,d,,,,,,stand_up,,
5650,act_58_7,meeting_room,5.0,1,,,,d,,,,,,nothing,,
5651,act_58_8,meeting_room,5.0,1,,,,d,,,,,,walk,,
5652,act_58_9,meeting_room,5.0,1,,,,d,,,,,,rotation,,
5653,act_58_10,meeting_room,5.0,1,,,,e,,,,,,jump,,
5654,act_58_11,meeting_room,5.0,1,,,,e,,,,,,wave,,
5655,act_58_12,meeting_room,5.0,1,,,,e,,,,,,lie_down,,
5656,act_58_13,meeting_room,5.0,1,,,,e,,,,,,pick_up,,
5657,act_58_14,meeting_room,5.0,1,,,,e,,,,,,sit_down,,
5658,act_58_15,meeting_room,5.0,1,,,,e,,,,,,stand_up,,
5659,act_58_16,meeting_room,5.0,1,,,,e,,,,,,nothing,,
5660,act_58_17,meeting_room,5.0,1,,,,e,,,,,,walk,,
5661,act_58_18,meeting_room,5.0,1,,,,e,,,,,,rotation,,
5662,act_58_19,meeting_room,5.0,1,,,,a,,,,,,jump,,
5663,act_58_20,meeting_room,5.0,1,,,,a,,,,,,wave,,
5664,act_58_21,meeting_room,5.0,1,,,,a,,,,,,lie_down,,
5665,act_58_22,meeting_room,5.0,1,,,,a,,,,,,pick_up,,
5666,act_58_23,meeting_room,5.0,1,,,,a,,,,,,sit_down,,
5667,act_58_24,meeting_room,5.0,1,,,,a,,,,,,stand_up,,
5668,act_58_25,meeting_room,5.0,1,,,,a,,,,,,nothing,,
5669,act_58_26,meeting_room,5.0,1,,,,a,,,,,,walk,,
5670,act_58_27,meeting_room,5.0,1,,,,a,,,,,,rotation,,
5671,act_58_28,meeting_room,5.0,1,,,,b,,,,,,jump,,
5672,act_58_29,meeting_room,5.0,1,,,,b,,,,,,wave,,
5673,act_58_30,meeting_room,5.0,1,,,,b,,,,,,lie_down,,
5674,act_58_31,meeting_room,5.0,1,,,,b,,,,,,pick_up,,
5675,act_58_32,meeting_room,5.0,1,,,,b,,,,,,sit_down,,
5676,act_58_33,meeting_room,5.0,1,,,,b,,,,,,stand_up,,
5677,act_58_34,meeting_room,5.0,1,,,,b,,,,,,nothing,,
5678,act_58_35,meeting_room,5.0,1,,,,b,,,,,,walk,,
5679,act_58_36,meeting_room,5.0,1,,,,b,,,,,,rotation,,
5680,act_58_37,meeting_room,5.0,1,,,,c,,,,,,jump,,
5681,act_58_38,meeting_room,5.0,1,,,,c,,,,,,wave,,
5682,act_58_39,meeting_room,5.0,1,,,,c,,,,,,lie_down,,
5683,act_58_40,meeting_room,5.0,1,,,,c,,,,,,pick_up,,
5684,act_58_41,meeting_room,5.0,1,,,,c,,,,,,sit_down,,
5685,act_58_42,meeting_room,5.0,1,,,,c,,,,,,stand_up,,
5686,act_58_43,meeting_room,5.0,1,,,,c,,,,,,nothing,,
5687,act_58_44,meeting_room,5.0,1,,,,c,,,,,,walk,,
5688,act_58_45,meeting_room,5.0,1,,,,c,,,,,,rotation,,
5689,act_58_46,meeting_room,5.0,1,,,,d,,,,,,walk,,
5690,act_58_47,meeting_room,5.0,1,,,,d,,,,,,rotation,,
5691,act_58_48,meeting_room,5.0,1,,,,d,,,,,,jump,,
5692,act_58_49,meeting_room,5.0,1,,,,d,,,,,,wave,,
5693,act_58_50,meeting_room,5.0,1,,,,d,,,,,,lie_down,,
5694,act_58_51,meeting_room,5.0,1,,,,d,,,,,,pick_up,,
5695,act_58_52,meeting_room,5.0,1,,,,d,,,,,,sit_down,,
5696,act_58_53,meeting_room,5.0,1,,,,d,,,,,,stand_up,,
5697,act_58_54,meeting_room,5.0,1,,,,d,,,,,,nothing,,
5698,act_58_55,meeting_room,5.0,1,,,,e,,,,,,walk,,
5699,act_58_56,meeting_room,5.0,1,,,,e,,,,,,rotation,,
5700,act_58_57,meeting_room,5.0,1,,,,e,,,,,,jump,,
5701,act_58_58,meeting_room,5.0,1,,,,e,,,,,,wave,,
5702,act_58_59,meeting_room,5.0,1,,,,e,,,,,,lie_down,,
5703,act_58_60,meeting_room,5.0,1,,,,e,,,,,,pick_up,,
5704,act_58_61,meeting_room,5.0,1,,,,e,,,,,,sit_down,,
5705,act_58_62,meeting_room,5.0,1,,,,e,,,,,,stand_up,,
5706,act_58_63,meeting_room,5.0,1,,,,e,,,,,,nothing,,
5707,act_58_64,meeting_room,5.0,1,,,,a,,,,,,walk,,
5708,act_58_65,meeting_room,5.0,1,,,,a,,,,,,rotation,,
5709,act_58_66,meeting_room,5.0,1,,,,a,,,,,,jump,,
5710,act_58_67,meeting_room,5.0,1,,,,a,,,,,,wave,,
5711,act_58_68,meeting_room,5.0,1,,,,a,,,,,,lie_down,,
5712,act_58_69,meeting_room,5.0,1,,,,a,,,,,,pick_up,,
5713,act_58_70,meeting_room,5.0,1,,,,a,,,,,,sit_down,,
5714,act_58_71,meeting_room,5.0,1,,,,a,,,,,,stand_up,,
5715,act_58_72,meeting_room,5.0,1,,,,a,,,,,,nothing,,
5716,act_58_73,meeting_room,5.0,1,,,,b,,,,,,walk,,
5717,act_58_74,meeting_room,5.0,1,,,,b,,,,,,rotation,,
5718,act_58_75,meeting_room,5.0,1,,,,b,,,,,,jump,,
5719,act_58_76,meeting_room,5.0,1,,,,b,,,,,,wave,,
5720,act_58_77,meeting_room,5.0,1,,,,b,,,,,,lie_down,,
5721,act_58_78,meeting_room,5.0,1,,,,b,,,,,,pick_up,,
5722,act_58_79,meeting_room,5.0,1,,,,b,,,,,,sit_down,,
5723,act_58_80,meeting_room,5.0,1,,,,b,,,,,,stand_up,,
5724,act_58_81,meeting_room,5.0,1,,,,b,,,,,,nothing,,
5725,act_58_82,meeting_room,5.0,1,,,,c,,,,,,nothing,,
5726,act_58_83,meeting_room,5.0,1,,,,c,,,,,,walk,,
5727,act_58_84,meeting_room,5.0,1,,,,c,,,,,,rotation,,
5728,act_58_85,meeting_room,5.0,1,,,,c,,,,,,jump,,
5729,act_58_86,meeting_room,5.0,1,,,,c,,,,,,wave,,
5730,act_58_87,meeting_room,5.0,1,,,,c,,,,,,lie_down,,
5731,act_58_88,meeting_room,5.0,1,,,,c,,,,,,pick_up,,
5732,act_58_89,meeting_room,5.0,1,,,,c,,,,,,sit_down,,
5733,act_58_90,meeting_room,5.0,1,,,,c,,,,,,stand_up,,
5734,act_58_91,meeting_room,5.0,1,,,,d,,,,,,nothing,,
5735,act_58_92,meeting_room,5.0,1,,,,d,,,,,,walk,,
5736,act_58_93,meeting_room,5.0,1,,,,d,,,,,,rotation,,
5737,act_58_94,meeting_room,5.0,1,,,,d,,,,,,jump,,
5738,act_58_95,meeting_room,5.0,1,,,,d,,,,,,wave,,
5739,act_58_96,meeting_room,5.0,1,,,,d,,,,,,lie_down,,
5740,act_58_97,meeting_room,5.0,1,,,,d,,,,,,pick_up,,
5741,act_58_98,meeting_room,5.0,1,,,,d,,,,,,sit_down,,
5742,act_58_99,meeting_room,5.0,1,,,,d,,,,,,stand_up,,
5743,act_59_1,meeting_room,5.0,1,,,,,e,,,,,,wave,
5744,act_59_2,meeting_room,5.0,1,,,,,e,,,,,,lie_down,
5745,act_59_3,meeting_room,5.0,1,,,,,e,,,,,,pick_up,
5746,act_59_4,meeting_room,5.0,1,,,,,e,,,,,,sit_down,
5747,act_59_5,meeting_room,5.0,1,,,,,e,,,,,,stand_up,
5748,act_59_6,meeting_room,5.0,1,,,,,e,,,,,,nothing,
5749,act_59_7,meeting_room,5.0,1,,,,,e,,,,,,walk,
5750,act_59_8,meeting_room,5.0,1,,,,,e,,,,,,rotation,
5751,act_59_9,meeting_room,5.0,1,,,,,e,,,,,,jump,
